POC:	Eric Stoneking (NASA-GSFC), 301-286-8600		
143.23	2952.68	2972.68	20.00
143.24	2952.88	2972.88	20.00
143.25	2953.08	2973.08	20.00
143.26	2953.28	2973.28	20.00
143.27	2953.48	2973.48	20.00
143.28	2953.68	2973.68	20.00
143.29	2953.88	2973.88	20.00
143.30	2954.08	2974.08	20.00
143.31	2954.28	2974.28	20.00
143.32	2954.48	2974.48	20.00
143.33	2954.68	2974.68	20.00
143.34	2954.88	2974.88	20.00
143.35	2955.08	2975.08	20.00
143.36	2955.28	2975.28	20.00
143.37	2955.48	2975.48	20.00
143.38	2955.68	2975.68	20.00
143.39	2955.88	2975.88	20.00
143.40	2956.08	2976.08	20.00
143.41	2956.28	2976.28	20.00
143.42	2956.48	2976.48	20.00
143.43	2956.68	2976.68	20.00
143.44	2956.88	2976.88	20.00
143.45	2957.08	2977.08	20.00
143.46	2957.28	2977.28	20.00
143.47	2957.48	2977.48	20.00
143.48	2957.68	2977.68	20.00
143.49	2957.88	2977.88	20.00
143.50	2958.08	2978.08	20.00
143.51	2958.28	2978.28	20.00
143.52	2958.48	2978.48	20.00
143.53	2958.68	2978.68	20.00
143.54	2958.88	2978.88	20.00
143.55	2959.08	2979.08	20.00
143.56	2959.28	2979.28	20.00
143.57	2959.48	2979.48	20.00
143.58	2959.68	2979.68	20.00
143.59	2959.88	2979.88	20.00
143.60	2960.08	2980.08	20.00
143.61	2960.28	2980.28	20.00
143.62	2960.48	2980.48	20.00
143.63	2960.68	2980.68	20.00
143.64	2960.88	2980.88	20.00
143.65	2961.08	2981.08	20.00
143.66	2961.28	2981.28	20.00
143.67	2961.48	2981.48	20.00
143.68	2961.68	2981.68	20.00
143.69	2961.88	2981.88	20.00
143.70	2962.08	2982.08	20.00
143.71	2962.28	2982.28	20.00
143.72	2962.48	2982.48	20.00
143.73	2962.68	2982.68	20.00
143.74	2962.88	2982.88	20.00
143.75	2963.08	2983.08	20.00
143.76	2963.28	2983.28	20.00
143.77	2963.48	2983.48	20.00
143.78	2963.68	2983.68	20.00
143.79	2963.88	2983.88	20.00
143.80	2964.08	2984.08	20.00
143.81	2964.28	2984.28	20.00
143.82	2964.48	2984.48	20.00
143.83	2964.68	2984.68	20.00
143.84	2964.88	2984.88	20.00
143.85	2965.08	2985.08	20.00
143.86	2965.28	2985.28	20.00
143.87	2965.48	2985.48	20.00
143.88	2965.68	2985.68	20.00
143.89	2965.88	2985.88	20.00
143.90	2966.08	2986.08	20.00
143.91	2966.28	2986.28	20.00
143.92	2966.48	2986.48	20.00
143.93	2966.68	2986.68	20.00
143.94	2966.88	2986.88	20.00
143.95	2967.08	2987.08	20.00
143.96	2967.28	2987.28	20.00
143.97	2967.48	2987.48	20.00
143.98	2967.68	2987.68	20.00
143.99	2967.88	2987.88	20.00
144.00	2968.08	2988.08	20.00
144.01	2968.28	2988.28	20.00
144.02	2968.48	2988.48	20.00
144.03	2968.68	2988.68	20.00
144.04	2968.88	2988.88	20.00
144.05	2969.08	2989.08	20.00
144.06	2969.28	2989.28	20.00
144.07	2969.48	2989.48	20.00
144.08	2969.68	2989.68	20.00
144.09	2969.88	2989.88	20.00
144.10	2970.08	2990.08	20.00
144.11	2970.28	2990.28	20.00
144.12	2970.48	2990.48	20.00
144.13	2970.68	2990.68	20.00
144.14	2970.88	2990.88	20.00
144.15	2971.08	2991.08	20.00
144.16	2971.28	2991.28	20.00
144.17	2971.48	2991.48	20.00
144.18	2971.68	2991.68	20.00
144.19	2971.88	2991.88	20.00
144.20	2972.08	2992.08	20.00
144.21	2972.28	2992.28	20.00
144.22	2972.48	2992.48	20.00
144.23	2972.68	2992.68	20.00
144.24	2972.88	2992.88	20.00
144.25	2973.08	2993.08	20.00
144.26	2973.28	2993.28	20.00
144.27	2973.48	2993.48	20.00
144.28	2973.68	2993.68	20.00
144.29	2973.88	2993.88	20.00
144.30	2974.08	2994.08	20.00
144.31	2974.28	2994.28	20.00
144.32	2974.48	2994.48	20.00
144.33	2974.68	2994.68	20.00
144.34	2974.88	2994.88	20.00
144.35	2975.08	2995.08	20.00
144.36	2975.28	2995.28	20.00
144.37	2975.48	2995.48	20.00
144.38	2975.68	2995.68	20.00
144.39	2975.88	2995.88	20.00
144.40	2976.08	2996.08	20.00
144.41	2976.28	2996.28	20.00
144.42	2976.48	2996.48	20.00
144.43	2976.68	2996.68	20.00
144.44	2976.88	2996.88	20.00
144.45	2977.08	2997.08	20.00
144.46	2977.28	2997.28	20.00
144.47	2977.48	2997.48	20.00
144.48	2977.68	2997.68	20.00
144.49	2977.88	2997.88	20.00
144.50	2978.08	2998.08	20.00
144.51	2978.28	2998.28	20.00
144.52	2978.48	2998.48	20.00
144.53	2978.68	2998.68	20.00
144.54	2978.88	2998.88	20.00
144.55	2979.08	2999.08	20.00
144.56	2979.28	2999.28	20.00
144.57	2979.48	2999.48	20.00
144.58	2979.68	2999.68	20.00
144.59	2979.88	2999.88	20.00
144.60	2980.08	3000.08	20.00
144.61	2980.28	3000.28	20.00
144.62	2980.48	3000.48	20.00
144.63	2980.68	3000.68	20.00
144.64	2980.88	3000.88	20.00
144.65	2981.08	3001.08	20.00
144.66	2981.28	3001.28	20.00
144.67	2981.48	3001.48	20.00
144.68	2981.68	3001.68	20.00
144.69	2981.88	3001.88	20.00
144.70	2982.08	3002.08	20.00
144.71	2982.28	3002.28	20.00
144.72	2982.48	3002.48	20.00
144.73	2982.68	3002.68	20.00
144.74	2982.88	3002.88	20.00
144.75	2983.08	3003.08	20.00
144.76	2983.28	3003.28	20.00
144.77	2983.48	3003.48	20.00
144.78	2983.68	3003.68	20.00
144.79	2983.88	3003.88	20.00
144.80	2984.08	3004.08	20.00
144.81	2984.28	3004.28	20.00
144.82	2984.48	3004.48	20.00
144.83	2984.68	3004.68	20.00
144.84	2984.88	3004.88	20.00
144.85	2985.08	3005.08	20.00
144.86	2985.28	3005.28	20.00
144.87	2985.48	3005.48	20.00
144.88	2985.68	3005.68	20.00
144.89	2985.88	3005.88	20.00
144.90	2986.08	3006.08	20.00
144.91	2986.28	3006.28	20.00
144.92	2986.48	3006.48	20.00
144.93	2986.68	3006.68	20.00
144.94	2986.88	3006.88	20.00
144.95	2987.08	3007.08	20.00
144.96	2987.28	3007.28	20.00
144.97	2987.48	3007.48	20.00
144.98	2987.68	3007.68	20.00
144.99	2987.88	3007.88	20.00
145.00	2988.08	3008.08	20.00
145.01	2988.28	3008.28	20.00
145.02	2988.48	3008.48	20.00
145.03	2988.68	3008.68	20.00
145.04	2988.88	3008.88	20.00
145.05	2989.08	3009.08	20.00
145.06	2989.28	3009.28	20.00
145.07	2989.48	3009.48	20.00
145.08	2989.68	3009.68	20.00
145.09	2989.88	3009.88	20.00
145.10	2990.08	3010.08	20.00
145.11	2990.28	3010.28	20.00
145.12	2990.48	3010.48	20.00
145.13	2990.68	3010.68	20.00
145.14	2990.88	3010.88	20.00
145.15	2991.08	3011.08	20.00
145.16	2991.28	3011.28	20.00
145.17	2991.48	3011.48	20.00
145.18	2991.68	3011.68	20.00
145.19	2991.88	3011.88	20.00
145.20	2992.08	3012.08	20.00
145.21	2992.28	3012.28	20.00
145.22	2992.48	3012.48	20.00
145.23	2992.68	3012.68	20.00
145.24	2992.88	3012.88	20.00
145.25	2993.08	3013.08	20.00
145.26	2993.28	3013.28	20.00
145.27	2993.48	3013.48	20.00
145.28	2993.68	3013.68	20.00
145.29	2993.88	3013.88	20.00
145.30	2994.08	3014.08	20.00
145.31	2994.28	3014.28	20.00
145.32	2994.48	3014.48	20.00
145.33	2994.68	3014.68	20.00
145.34	2994.88	3014.88	20.00
145.35	2995.08	3015.08	20.00
145.36	2995.28	3015.28	20.00
145.37	2995.48	3015.48	20.00
145.38	2995.68	3015.68	20.00
145.39	2995.88	3015.88	20.00
145.40	2996.08	3016.08	20.00
145.41	2996.28	3016.28	20.00
145.42	2996.48	3016.48	20.00
145.43	2996.68	3016.68	20.00
145.44	2996.88	3016.88	20.00
145.45	2997.08	3017.08	20.00
145.46	2997.28	3017.28	20.00
145.47	2997.48	3017.48	20.00
145.48	2997.68	3017.68	20.00
145.49	2997.88	3017.88	20.00
145.50	2998.08	3018.08	20.00
145.51	2998.28	3018.28	20.00
145.52	2998.48	3018.48	20.00
145.53	2998.68	3018.68	20.00
145.54	2998.88	3018.88	20.00
145.55	2999.08	3019.08	20.00
145.56	2999.28	3019.28	20.00
145.57	2999.48	3019.48	20.00
145.58	2999.68	3019.68	20.00
145.59	2999.88	3019.88	20.00
145.60	3000.08	3020.08	20.00
145.61	3000.28	3020.28	20.00
145.62	3000.48	3020.48	20.00
145.63	3000.68	3020.68	20.00
145.64	3000.88	3020.88	20.00
145.65	3001.08	3021.08	20.00
145.66	3001.28	3021.28	20.00
145.67	3001.48	3021.48	20.00
145.68	3001.68	3021.68	20.00
145.69	3001.88	3021.88	20.00
145.70	3002.08	3022.08	20.00
145.71	3002.28	3022.28	20.00
145.72	3002.48	3022.48	20.00
145.73	3002.68	3022.68	20.00
145.74	3002.88	3022.88	20.00
145.75	3003.08	3023.08	20.00
145.76	3003.28	3023.28	20.00
145.77	3003.48	3023.48	20.00
145.78	3003.68	3023.68	20.00
145.79	3003.88	3023.88	20.00
145.80	3004.08	3024.08	20.00
145.81	3004.28	3024.28	20.00
145.82	3004.48	3024.48	20.00
145.83	3004.68	3024.68	20.00
145.84	3004.88	3024.88	20.00
145.85	3005.08	3025.08	20.00
145.86	3005.28	3025.28	20.00
145.87	3005.48	3025.48	20.00
145.88	3005.68	3025.68	20.00
145.89	3005.88	3025.88	20.00
145.90	3006.08	3026.08	20.00
145.91	3006.28	3026.28	20.00
145.92	3006.48	3026.48	20.00
145.93	3006.68	3026.68	20.00
145.94	3006.88	3026.88	20.00
145.95	3007.08	3027.08	20.00
145.96	3007.28	3027.28	20.00
145.97	3007.48	3027.48	20.00
145.98	3007.68	3027.68	20.00
145.99	3007.88	3027.88	20.00
146.00	3008.08	3028.08	20.00
146.01	3008.28	3028.28	20.00
146.02	3008.48	3028.48	20.00
146.03	3008.68	3028.68	20.00
146.04	3008.88	3028.88	20.00
146.05	3009.08	3029.08	20.00
146.06	3009.28	3029.28	20.00
146.07	3009.48	3029.48	20.00
146.08	3009.68	3029.68	20.00
146.09	3009.88	3029.88	20.00
146.10	3010.08	3030.08	20.00
146.11	3010.28	3030.28	20.00
146.12	3010.48	3030.48	20.00
146.13	3010.68	3030.68	20.00
146.14	3010.88	3030.88	20.00
146.15	3011.08	3031.08	20.00
146.16	3011.28	3031.28	20.00
146.17	3011.48	3031.48	20.00
146.18	3011.68	3031.68	20.00
146.19	3011.88	3031.88	20.00
146.20	3012.08	3032.08	20.00
146.21	3012.28	3032.28	20.00
146.22	3012.48	3032.48	20.00
146.23	3012.68	3032.68	20.00
146.24	3012.88	3032.88	20.00
146.25	3013.08	3033.08	20.00
146.26	3013.28	3033.28	20.00
146.27	3013.48	3033.48	20.00
146.28	3013.68	3033.68	20.00
146.29	3013.88	3033.88	20.00
146.30	3014.08	3034.08	20.00
146.31	3014.28	3034.28	20.00
146.32	3014.48	3034.48	20.00
146.33	3014.68	3034.68	20.00
146.34	3014.88	3034.88	20.00
146.35	3015.08	3035.08	20.00
146.36	3015.28	3035.28	20.00
146.37	3015.48	3035.48	20.00
146.38	3015.68	3035.68	20.00
146.39	3015.88	3035.88	20.00
146.40	3016.08	3036.08	20.00
146.41	3016.28	3036.28	20.00
146.42	3016.48	3036.48	20.00
146.43	3016.68	3036.68	20.00
146.44	3016.88	3036.88	20.00
146.45	3017.08	3037.08	20.00
146.46	3017.28	3037.28	20.00
146.47	3017.48	3037.48	20.00
146.48	3017.68	3037.68	20.00
146.49	3017.88	3037.88	20.00
146.50	3018.08	3038.08	20.00
146.51	3018.28	3038.28	20.00
146.52	3018.48	3038.48	20.00
146.53	3018.68	3038.68	20.00
146.54	3018.88	3038.88	20.00
146.55	3019.08	3039.08	20.00
146.56	3019.28	3039.28	20.00
146.57	3019.48	3039.48	20.00
146.58	3019.68	3039.68	20.00
146.59	3019.88	3039.88	20.00
146.60	3020.08	3040.08	20.00
146.61	3020.28	3040.28	20.00
146.62	3020.48	3040.48	20.00
146.63	3020.68	3040.68	20.00
146.64	3020.88	3040.88	20.00
146.65	3021.08	3041.08	20.00
146.66	3021.28	3041.28	20.00
146.67	3021.48	3041.48	20.00
146.68	3021.68	3041.68	20.00
146.69	3021.88	3041.88	20.00
146.70	3022.08	3042.08	20.00
146.71	3022.28	3042.28	20.00
146.72	3022.48	3042.48	20.00
146.73	3022.68	3042.68	20.00
146.74	3022.88	3042.88	20.00
146.75	3023.08	3043.08	20.00
146.76	3023.28	3043.28	20.00
146.77	3023.48	3043.48	20.00
146.78	3023.68	3043.68	20.00
146.79	3023.88	3043.88	20.00
146.80	3024.08	3044.08	20.00
146.81	3024.28	3044.28	20.00
146.82	3024.48	3044.48	20.00
146.83	3024.68	3044.68	20.00
146.84	3024.88	3044.88	20.00
146.85	3025.08	3045.08	20.00
146.86	3025.28	3045.28	20.00
146.87	3025.48	3045.48	20.00
146.88	3025.68	3045.68	20.00
146.89	3025.88	3045.88	20.00
146.90	3026.08	3046.08	20.00
146.91	3026.28	3046.28	20.00
146.92	3026.48	3046.48	20.00
146.93	3026.68	3046.68	20.00
146.94	3026.88	3046.88	20.00
146.95	3027.08	3047.08	20.00
146.96	3027.28	3047.28	20.00
146.97	3027.48	3047.48	20.00
146.98	3027.68	3047.68	20.00
146.99	3027.88	3047.88	20.00
147.00	3028.08	3048.08	20.00
147.01	3028.28	3048.28	20.00
147.02	3028.48	3048.48	20.00
147.03	3028.68	3048.68	20.00
147.04	3028.88	3048.88	20.00
147.05	3029.08	3049.08	20.00
147.06	3029.28	3049.28	20.00
147.07	3029.48	3049.48	20.00
147.08	3029.68	3049.68	20.00
147.09	3029.88	3049.88	20.00
147.10	3030.08	3050.08	20.00
147.11	3030.28	3050.28	20.00
147.12	3030.48	3050.48	20.00
147.13	3030.68	3050.68	20.00
147.14	3030.88	3050.88	20.00
147.15	3031.08	3051.08	20.00
147.16	3031.28	3051.28	20.00
147.17	3031.48	3051.48	20.00
147.18	3031.68	3051.68	20.00
147.19	3031.88	3051.88	20.00
147.20	3032.08	3052.08	20.00
147.21	3032.28	3052.28	20.00
147.22	3032.48	3052.48	20.00
147.23	3032.68	3052.68	20.00
147.24	3032.88	3052.88	20.00
147.25	3033.08	3053.08	20.00
147.26	3033.28	3053.28	20.00
147.27	3033.48	3053.48	20.00
147.28	3033.68	3053.68	20.00
147.29	3033.88	3053.88	20.00
147.30	3034.08	3054.08	20.00
147.31	3034.28	3054.28	20.00
147.32	3034.48	3054.48	20.00
147.33	3034.68	3054.68	20.00
147.34	3034.88	3054.88	20.00
147.35	3035.08	3055.08	20.00
147.36	3035.28	3055.28	20.00
147.37	3035.48	3055.48	20.00
147.38	3035.68	3055.68	20.00
147.39	3035.88	3055.88	20.00
147.40	3036.08	3056.08	20.00
147.41	3036.28	3056.28	20.00
147.42	3036.48	3056.48	20.00
147.43	3036.68	3056.68	20.00
147.44	3036.88	3056.88	20.00
147.45	3037.08	3057.08	20.00
147.46	3037.28	3057.28	20.00
147.47	3037.48	3057.48	20.00
147.48	3037.68	3057.68	20.00
147.49	3037.88	3057.88	20.00
147.50	3038.08	3058.08	20.00
147.51	3038.28	3058.28	20.00
147.52	3038.48	3058.48	20.00
147.53	3038.68	3058.68	20.00
147.54	3038.88	3058.88	20.00
147.55	3039.08	3059.08	20.00
147.56	3039.28	3059.28	20.00
147.57	3039.48	3059.48	20.00
147.58	3039.68	3059.68	20.00
147.59	3039.88	3059.88	20.00
147.60	3040.08	3060.08	20.00
147.61	3040.28	3060.28	20.00
147.62	3040.48	3060.48	20.00
147.63	3040.68	3060.68	20.00
147.64	3040.88	3060.88	20.00
147.65	3041.08	3061.08	20.00
147.66	3041.28	3061.28	20.00
147.67	3041.48	3061.48	20.00
147.68	3041.68	3061.68	20.00
147.69	3041.88	3061.88	20.00
147.70	3042.08	3062.08	20.00
147.71	3042.28	3062.28	20.00
147.72	3042.48	3062.48	20.00
147.73	3042.68	3062.68	20.00
147.74	3042.88	3062.88	20.00
147.75	3043.08	3063.08	20.00
147.76	3043.28	3063.28	20.00
147.77	3043.48	3063.48	20.00
147.78	3043.68	3063.68	20.00
147.79	3043.88	3063.88	20.00
147.80	3044.08	3064.08	20.00
147.81	3044.28	3064.28	20.00
147.82	3044.48	3064.48	20.00
147.83	3044.68	3064.68	20.00
147.84	3044.88	3064.88	20.00
147.85	3045.08	3065.08	20.00
147.86	3045.28	3065.28	20.00
147.87	3045.48	3065.48	20.00
147.88	3045.68	3065.68	20.00
147.89	3045.88	3065.88	20.00
147.90	3046.08	3066.08	20.00
147.91	3046.28	3066.28	20.00
147.92	3046.48	3066.48	20.00
147.93	3046.68	3066.68	20.00
147.94	3046.88	3066.88	20.00
147.95	3047.08	3067.08	20.00
147.96	3047.28	3067.28	20.00
147.97	3047.48	3067.48	20.00
147.98	3047.68	3067.68	20.00
147.99	3047.88	3067.88	20.00
148.00	3048.08	3068.08	20.00
148.01	3048.28	3068.28	20.00
148.02	3048.48	3068.48	20.00
148.03	3048.68	3068.68	20.00
148.04	3048.88	3068.88	20.00
148.05	3049.08	3069.08	20.00
148.06	3049.28	3069.28	20.00
148.07	3049.48	3069.48	20.00
148.08	3049.68	3069.68	20.00
148.09	3049.88	3069.88	20.00
148.10	3050.08	3070.08	20.00
148.11	3050.28	3070.28	20.00
148.12	3050.48	3070.48	20.00
148.13	3050.68	3070.68	20.00
148.14	3050.88	3070.88	20.00
148.15	3051.08	3071.08	20.00
148.16	3051.28	3071.28	20.00
148.17	3051.48	3071.48	20.00
148.18	3051.68	3071.68	20.00
148.19	3051.88	3071.88	20.00
148.20	3052.08	3072.08	20.00
148.21	3052.28	3072.28	20.00
148.22	3052.48	3072.48	20.00
148.23	3052.68	3072.68	20.00
148.24	3052.88	3072.88	20.00
148.25	3053.08	3073.08	20.00
148.26	3053.28	3073.28	20.00
148.27	3053.48	3073.48	20.00
148.28	3053.68	3073.68	20.00
148.29	3053.88	3073.88	20.00
148.30	3054.08	3074.08	20.00
148.31	3054.28	3074.28	20.00
148.32	3054.48	3074.48	20.00
148.33	3054.68	3074.68	20.00
148.34	3054.88	3074.88	20.00
148.35	3055.08	3075.08	20.00
148.36	3055.28	3075.28	20.00
148.37	3055.48	3075.48	20.00
148.38	3055.68	3075.68	20.00
148.39	3055.88	3075.88	20.00
148.40	3056.08	3076.08	20.00
148.41	3056.28	3076.28	20.00
148.42	3056.48	3076.48	20.00
148.43	3056.68	3076.68	20.00
148.44	3056.88	3076.88	20.00
148.45	3057.08	3077.08	20.00
148.46	3057.28	3077.28	20.00
148.47	3057.48	3077.48	20.00
148.48	3057.68	3077.68	20.00
148.49	3057.88	3077.88	20.00
148.50	3058.08	3078.08	20.00
148.51	3058.28	3078.28	20.00
148.52	3058.48	3078.48	20.00
148.53	3058.68	3078.68	20.00
148.54	3058.88	3078.88	20.00
148.55	3059.08	3079.08	20.00
148.56	3059.28	3079.28	20.00
148.57	3059.48	3079.48	20.00
148.58	3059.68	3079.68	20.00
148.59	3059.88	3079.88	20.00
148.60	3060.08	3080.08	20.00
148.61	3060.28	3080.28	20.00
148.62	3060.48	3080.48	20.00
148.63	3060.68	3080.68	20.00
148.64	3060.88	3080.88	20.00
148.65	3061.08	3081.08	20.00
148.66	3061.28	3081.28	20.00
148.67	3061.48	3081.48	20.00
148.68	3061.68	3081.68	20.00
148.69	3061.88	3081.88	20.00
148.70	3062.08	3082.08	20.00
148.71	3062.28	3082.28	20.00
148.72	3062.48	3082.48	20.00
148.73	3062.68	3082.68	20.00
148.74	3062.88	3082.88	20.00
148.75	3063.08	3083.08	20.00
148.76	3063.28	3083.28	20.00
148.77	3063.48	3083.48	20.00
148.78	3063.68	3083.68	20.00
148.79	3063.88	3083.88	20.00
148.80	3064.08	3084.08	20.00
148.81	3064.28	3084.28	20.00
148.82	3064.48	3084.48	20.00
148.83	3064.68	3084.68	20.00
148.84	3064.88	3084.88	20.00
148.85	3065.08	3085.08	20.00
148.86	3065.28	3085.28	20.00
148.87	3065.48	3085.48	20.00
148.88	3065.68	3085.68	20.00
148.89	3065.88	3085.88	20.00
148.90	3066.08	3086.08	20.00
148.91	3066.28	3086.28	20.00
148.92	3066.48	3086.48	20.00
148.93	3066.68	3086.68	20.00
148.94	3066.88	3086.88	20.00
148.95	3067.08	3087.08	20.00
148.96	3067.28	3087.28	20.00
148.97	3067.48	3087.48	20.00
148.98	3067.68	3087.68	20.00
148.99	3067.88	3087.88	20.00
149.00	3068.08	3088.08	20.00
149.01	3068.28	3088.28	20.00
149.02	3068.48	3088.48	20.00
149.03	3068.68	3088.68	20.00
149.04	3068.88	3088.88	20.00
149.05	3069.08	3089.08	20.00
149.06	3069.28	3089.28	20.00
149.07	3069.48	3089.48	20.00
149.08	3069.68	3089.68	20.00
149.09	3069.88	3089.88	20.00
149.10	3070.08	3090.08	20.00
149.11	3070.28	3090.28	20.00
149.12	3070.48	3090.48	20.00
149.13	3070.68	3090.68	20.00
149.14	3070.88	3090.88	20.00
149.15	3071.08	3091.08	20.00
149.16	3071.28	3091.28	20.00
149.17	3071.48	3091.48	20.00
149.18	3071.68	3091.68	20.00
149.19	3071.88	3091.88	20.00
149.20	3072.08	3092.08	20.00
149.21	3072.28	3092.28	20.00
149.22	3072.48	3092.48	20.00
149.23	3072.68	3092.68	20.00
149.24	3072.88	3092.88	20.00
149.25	3073.08	3093.08	20.00
149.26	3073.28	3093.28	20.00
149.27	3073.48	3093.48	20.00
149.28	3073.68	3093.68	20.00
149.29	3073.88	3093.88	20.00
149.30	3074.08	3094.08	20.00
149.31	3074.28	3094.28	20.00
149.32	3074.48	3094.48	20.00
149.33	3074.68	3094.68	20.00
149.34	3074.88	3094.88	20.00
149.35	3075.08	3095.08	20.00
149.36	3075.28	3095.28	20.00
149.37	3075.48	3095.48	20.00
149.38	3075.68	3095.68	20.00
149.39	3075.88	3095.88	20.00
149.40	3076.08	3096.08	20.00
149.41	3076.28	3096.28	20.00
149.42	3076.48	3096.48	20.00
149.43	3076.68	3096.68	20.00
149.44	3076.88	3096.88	20.00
149.45	3077.08	3097.08	20.00
149.46	3077.28	3097.28	20.00
149.47	3077.48	3097.48	20.00
149.48	3077.68	3097.68	20.00
149.49	3077.88	3097.88	20.00
149.50	3078.08	3098.08	20.00
149.51	3078.28	3098.28	20.00
149.52	3078.48	3098.48	20.00
149.53	3078.68	3098.68	20.00
149.54	3078.88	3098.88	20.00
149.55	3079.08	3099.08	20.00
149.56	3079.28	3099.28	20.00
149.57	3079.48	3099.48	20.00
149.58	3079.68	3099.68	20.00
149.59	3079.88	3099.88	20.00
149.60	3080.08	3100.08	20.00
149.61	3080.28	3100.28	20.00
149.62	3080.48	3100.48	20.00
149.63	3080.68	3100.68	20.00
149.64	3080.88	3100.88	20.00
149.65	3081.08	3101.08	20.00
149.66	3081.28	3101.28	20.00
149.67	3081.48	3101.48	20.00
149.68	3081.68	3101.68	20.00
149.69	3081.88	3101.88	20.00
149.70	3082.08	3102.08	20.00
149.71	3082.28	3102.28	20.00
149.72	3082.48	3102.48	20.00
149.73	3082.68	3102.68	20.00
149.74	3082.88	3102.88	20.00
149.75	3083.08	3103.08	20.00
149.76	3083.28	3103.28	20.00
149.77	3083.48	3103.48	20.00
149.78	3083.68	3103.68	20.00
149.79	3083.88	3103.88	20.00
149.80	3084.08	3104.08	20.00
149.81	3084.28	3104.28	20.00
149.82	3084.48	3104.48	20.00
149.83	3084.68	3104.68	20.00
149.84	3084.88	3104.88	20.00
149.85	3085.08	3105.08	20.00
149.86	3085.28	3105.28	20.00
149.87	3085.48	3105.48	20.00
149.88	3085.68	3105.68	20.00
149.89	3085.88	3105.88	20.00
149.90	3086.08	3106.08	20.00
149.91	3086.28	3106.28	20.00
149.92	3086.48	3106.48	20.00
149.93	3086.68	3106.68	20.00
149.94	3086.88	3106.88	20.00
149.95	3087.08	3107.08	20.00
149.96	3087.28	3107.28	20.00
149.97	3087.48	3107.48	20.00
149.98	3087.68	3107.68	20.00
149.99	3087.88	3107.88	20.00
150.00	3088.08	3108.08	20.00
150.01	3088.28	3108.28	20.00
150.02	3088.48	3108.48	20.00
150.03	3088.68	3108.68	20.00
150.04	3088.88	3108.88	20.00
150.05	3089.08	3109.08	20.00
150.06	3089.28	3109.28	20.00
150.07	3089.48	3109.48	20.00
150.08	3089.68	3109.68	20.00
150.09	3089.88	3109.88	20.00
150.10	3090.08	3110.08	20.00
150.11	3090.28	3110.28	20.00
150.12	3090.48	3110.48	20.00
150.13	3090.68	3110.68	20.00
150.14	3090.88	3110.88	20.00
150.15	3091.08	3111.08	20.00
150.16	3091.28	3111.28	20.00
150.17	3091.48	3111.48	20.00
150.18	3091.68	3111.68	20.00
150.19	3091.88	3111.88	20.00
150.20	3092.08	3112.08	20.00
150.21	3092.28	3112.28	20.00
150.22	3092.48	3112.48	20.00
150.23	3092.68	3112.68	20.00
150.24	3092.88	3112.88	20.00
150.25	3093.08	3113.08	20.00
150.26	3093.28	3113.28	20.00
150.27	3093.48	3113.48	20.00
150.28	3093.68	3113.68	20.00
150.29	3093.88	3113.88	20.00
150.30	3094.08	3114.08	20.00
150.31	3094.28	3114.28	20.00
150.32	3094.48	3114.48	20.00
150.33	3094.68	3114.68	20.00
150.34	3094.88	3114.88	20.00
150.35	3095.08	3115.08	20.00
150.36	3095.28	3115.28	20.00
150.37	3095.48	3115.48	20.00
150.38	3095.68	3115.68	20.00
150.39	3095.88	3115.88	20.00
150.40	3096.08	3116.08	20.00
150.41	3096.28	3116.28	20.00
150.42	3096.48	3116.48	20.00
150.43	3096.68	3116.68	20.00
150.44	3096.88	3116.88	20.00
150.45	3097.08	3117.08	20.00
150.46	3097.28	3117.28	20.00
150.47	3097.48	3117.48	20.00
150.48	3097.68	3117.68	20.00
150.49	3097.88	3117.88	20.00
150.50	3098.08	3118.08	20.00
150.51	3098.28	3118.28	20.00
150.52	3098.48	3118.48	20.00
150.53	3098.68	3118.68	20.00
150.54	3098.88	3118.88	20.00
150.55	3099.08	3119.08	20.00
150.56	3099.28	3119.28	20.00
150.57	3099.48	3119.48	20.00
150.58	3099.68	3119.68	20.00
150.59	3099.88	3119.88	20.00
150.60	3100.08	3120.08	20.00
150.61	3100.28	3120.28	20.00
150.62	3100.48	3120.48	20.00
150.63	3100.68	3120.68	20.00
150.64	3100.88	3120.88	20.00
150.65	3101.08	3121.08	20.00
150.66	3101.28	3121.28	20.00
150.67	3101.48	3121.48	20.00
150.68	3101.68	3121.68	20.00
150.69	3101.88	3121.88	20.00
150.70	3102.08	3122.08	20.00
150.71	3102.28	3122.28	20.00
150.72	3102.48	3122.48	20.00
150.73	3102.68	3122.68	20.00
150.74	3102.88	3122.88	20.00
150.75	3103.08	3123.08	20.00
150.76	3103.28	3123.28	20.00
150.77	3103.48	3123.48	20.00
150.78	3103.68	3123.68	20.00
150.79	3103.88	3123.88	20.00
150.80	3104.08	3124.08	20.00
150.81	3104.28	3124.28	20.00
150.82	3104.48	3124.48	20.00
150.83	3104.68	3124.68	20.00
150.84	3104.88	3124.88	20.00
150.85	3105.08	3125.08	20.00
150.86	3105.28	3125.28	20.00
150.87	3105.48	3125.48	20.00
150.88	3105.68	3125.68	20.00
150.89	3105.88	3125.88	20.00
150.90	3106.08	3126.08	20.00
150.91	3106.28	3126.28	20.00
150.92	3106.48	3126.48	20.00
150.93	3106.68	3126.68	20.00
150.94	3106.88	3126.88	20.00
150.95	3107.08	3127.08	20.00
150.96	3107.28	3127.28	20.00
150.97	3107.48	3127.48	20.00
150.98	3107.68	3127.68	20.00
